paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
ISPA-2018-P0348,ISPA,ISPA,2018,complete,On the Effectiveness of Communication-Centric Modelling of Complex Embedded Systems,Hugo Meyer|Uraz Odyurt|Simon Polstra|Evangelos Paradas|Ignacio Gonzalez Alonso|Andy D. Pimentel,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=On+the+Effectiveness+of+Communication-Centric+Modelling+of+Complex+Embedded+Systems,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=979
ISPA-2018-P0349,ISPA,ISPA,2018,complete,Optimizing Tiled Matrix-Matrix Product According to Cache Performance Enhancement,Emna Hammami|Yosr Slama,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Optimizing+Tiled+Matrix-Matrix+Product+According+to+Cache+Performance+Enhancement,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=637
ISPA-2018-P0350,ISPA,ISPA,2018,complete,PacketCache: Improving OS Stacks for Streaming with Identical Contents,Xiaohui Luo|Danfeng Shan|Tong Zhang|Hao Zhang|Xunli Fan|Fengyuan Ren,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=PacketCache:+Improving+OS+Stacks+for+Streaming+with+Identical+Contents,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=621
ISPA-2018-P0351,ISPA,ISPA,2018,complete,Parallel Model Checking on Pushdown Systems,Hansheng Wei|Xinyu Chen|Xin Ye|Neng Fu|Yanhong Huang|Jianqi Shi,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Parallel+Model+Checking+on+Pushdown+Systems,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=88
ISPA-2018-P0352,ISPA,ISPA,2018,complete,Parallel Software Testing Sequence Generation Method Based on State Pruning,Tao Sun|Ting Zhang|Xin Guo,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Parallel+Software+Testing+Sequence+Generation+Method+Based+on+State+Pruning,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=446
ISPA-2018-P0353,ISPA,ISPA,2018,complete,Peapods: OS-Independent Memory Confidentiality for Cryptographic Engines,Congwu Li|Jingqiang Lin|Quanwei Cai|Bo Luo,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Peapods:+OS-Independent+Memory+Confidentiality+for+Cryptographic+Engines,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=862
ISPA-2018-P0354,ISPA,ISPA,2018,complete,Performance Optimization of Large Files Writes to Ceph Based on Multiple Pipelines Algorithm,Ke Zhan|Lili Xu|Zimu Yuan|Weijuan Zhang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Performance+Optimization+of+Large+Files+Writes+to+Ceph+Based+on+Multiple+Pipelines+Algorithm,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=525
ISPA-2018-P0355,ISPA,ISPA,2018,complete,Personalized Commodity Recommendations of Retail Business Using User Feature Based Collaborative Filtering,Feiran Wang|Yiping Wen|Tianhang Guo|Jinjun Chen|Buqing Cao,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Personalized+Commodity+Recommendations+of+Retail+Business+Using+User+Feature+Based+Collaborative+Filtering,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T05/T09,graph_irregular_recommendation_gnn,graph|irregular|gnn|sparse,ISPA-C06,"Graph, irregular, recommendation, and GNN workloads",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=273
ISPA-2018-P0356,ISPA,ISPA,2018,complete,Predicting Execution Time of CUDA Kernel Using Static Analysis,Gargi Alavani|Kajal Varma|Santonu Sarkar,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Predicting+Execution+Time+of+CUDA+Kernel+Using+Static+Analysis,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,performance_modeling_benchmark_testing_tools,benchmark|profiling|testing|tooling,ISPA-C09,"Performance modeling, benchmarking, testing, and tools",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=948
ISPA-2018-P0357,ISPA,ISPA,2018,complete,Pricing Cloud Resource Based on Multi-Agent Reinforcement Learning in the Competing Environment,Bing Shi|Han Yuan|Rongjian Shi,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Pricing+Cloud+Resource+Based+on+Multi-Agent+Reinforcement+Learning+in+the+Competing+Environment,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=462
ISPA-2018-P0358,ISPA,ISPA,2018,complete,Proportion Scheduler to Improve the Mismatched Locality in YARN,Jie Xu|Jingyu Wang|Qi Qi|Jianxin Liao,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Proportion+Scheduler+to+Improve+the+Mismatched+Locality+in+YARN,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=399
ISPA-2018-P0359,ISPA,ISPA,2018,complete,Re-Running Large-Scale Parallel Programs Using Two Nodes,Yayu Guo|Fang Lin|Yi Liu|Depei Qian,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Re-Running+Large-Scale+Parallel+Programs+Using+Two+Nodes,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=485
ISPA-2018-P0360,ISPA,ISPA,2018,complete,Red Blood Cells Segmentation: A Fully Convolutional Network Approach,Ario Sadafi|Martin Radolko|Iosif Serafeimidis|Steffen Hadlak,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Red+Blood+Cells+Segmentation:+A+Fully+Convolutional+Network+Approach,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=911
ISPA-2018-P0361,ISPA,ISPA,2018,complete,Redis++: A High Performance In-Memory Database Based on Segmented Memory Management and Two-Level Hash Index,Peng Zhang|Lichao Xing|Ninggou Yang|Guolin Tan|Qingyun Liu|Chuang Zhang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Redis++:+A+High+Performance+In-Memory+Database+Based+on+Segmented+Memory+Management+and+Two-Level+Hash+Index,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=840
ISPA-2018-P0362,ISPA,ISPA,2018,complete,Reducing Time and/or Memory Consumption of the SOG Construction in a Parallel Context,Hiba Ouni|Kais Klai|Chiheb Ameur Abid|Belhassen Zouari,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Reducing+Time+and/or+Memory+Consumption+of+the+SOG+Construction+in+a+Parallel+Context,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=147
ISPA-2018-P0363,ISPA,ISPA,2018,complete,Refactoring OpenMP Code Based on MapReduce Model,Junfeng Zhao|Minjia Zhang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Refactoring+OpenMP+Code+Based+on+MapReduce+Model,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1040
ISPA-2018-P0364,ISPA,ISPA,2018,complete,Robot Patrol Path Planning Based on Combined Deep Reinforcement Learning,Wenqi Li|Dehua Chen|Jiajin Le,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Robot+Patrol+Path+Planning+Based+on+Combined+Deep+Reinforcement+Learning,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T02/T04/T08,ml_ai_models_for_systems_apps,ml|ai|application_model,ISPA-C08,ML/AI models for systems and applications,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=659
ISPA-2018-P0365,ISPA,ISPA,2018,complete,Routing and Spectrum Allocation for Time Varying Traffic by Artificial Bee Colony Algorithm in Elastic Optical Networks,Gang Xu|Xiaoxiao Li|Guojun Yuan|Zhan Wang|Guangming Tan|Xuejun An,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Routing+and+Spectrum+Allocation+for+Time+Varying+Traffic+by+Artificial+Bee+Colony+Algorithm+in+Elastic+Optical+Networks,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1026
ISPA-2018-P0366,ISPA,ISPA,2018,complete,S2R: Service Trading Based Response Time Optimization in Mobile Edge Computing,Pritish Mishra|Mayank Tiwary|Laurence T. Yang|Deepak Puthal,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=S2R:+Service+Trading+Based+Response+Time+Optimization+in+Mobile+Edge+Computing,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=684
ISPA-2018-P0367,ISPA,ISPA,2018,complete,Secure Spatial Network Queries on Cloud Platform,Yiping Teng|Jinyan Liu|Xiaoting Liu|Guohui Ding|Chunlong Fan,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Secure+Spatial+Network+Queries+on+Cloud+Platform,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=549
ISPA-2018-P0368,ISPA,ISPA,2018,complete,Secure Virtual Machine Placement and Load Balancing Algorithms with High Efficiency,Yuchen Wong|Qingni Shen,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Secure+Virtual+Machine+Placement+and+Load+Balancing+Algorithms+with+High+Efficiency,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=613
